"Date Time","Event Name","Product Name","Original Tweet URL","Originator Username","Response Tweet URL"
"2015-08-08 20:11:10",Big_Event,UBM,https://twitter.com/ArunaAttanayake/status/630025969001086976,ArunaAttanayake,https://twitter.com/aruna470/status/630025985258160129
